"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV2c141abaef52","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV23bc7128dd95","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Candidatus Regiella",NA
"ASV234265681c40","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","coprocola"
"ASV57883b429222","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","henricii"
"ASVfc46e48f8092","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Bradyrhizobium","elkanii"
"ASV7890d6814271","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"ASV6bc98834db61","Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales",NA,NA,NA
"ASVd6b21f55d4b2","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","echinoides"
"ASV134ccadd89d5","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Neisseriaceae",NA,NA
"ASV80510551c189","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Pelagibacterium",NA
"ASV643952ad8cd6","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea",NA
"ASV5cbc26b297c6","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"ASV953e5d20f082","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Calothrix PCC-6303",NA
"ASV6d594b96a8a5","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Xylophilus",NA
"ASV4655a28d5feb","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","CHKCI001",NA
"ASVd69f136fe42a","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASV25ff3bf468b5","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASVe14909ad3fd7","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV812e21859a2f","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Shinella",NA
"ASVa7e57ba2a374","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Luteimonas",NA
"ASV92fcdfcac2d8","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Delftia","tsuruhatensis"
"ASV2c5402d7cb04","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","paradoxus"
"ASV2df4d117a552","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV62dafe4819bb","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",NA
"ASV6ea6a10de1be","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Thermobacillus","composti"
"ASV23c603a4506c","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas",NA
"ASV3ac80b76f7ea","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Wolinella","succinogenes"
"ASVca81ba4f6f38","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","abyssalis"
"ASV47f5de86e643","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV033c2311e6e3","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter",NA
"ASV8832e39c492e","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Calothrix PCC-6303",NA
"ASV5c043560d714","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA
"ASV338f2586a7d5","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","prausnitzii"
"ASVa97c50ad8d69","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger",NA
"ASV125590bb75f4","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","ovatus"
"ASVc11660b06636","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
"ASV9383b45e4ad4","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Faecalicatena",NA
"ASV456c68303cb9","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Agrobacterium",NA
"ASV43212d3eadb5","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerobutyricum",NA
"ASV0d74c2b30e29","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","dorei"
"ASV7e9cd5179d00","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rubrivivax",NA
"ASV76aa2bc853b4","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASVf31e09e5c194","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella",NA
"ASV8796e588fb6a","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae",NA,NA
"ASV2fef1ea1df6f","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"ASV7f159be09e8c","Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella","lenta"
"ASVcddde4611a00","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia",NA
"ASV7987df0fef39","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","otitidis"
"ASV5c7747958cd5","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"ASV4f603613e596","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV6d7642f8ff97","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Sedimentibacteraceae","Sedimentibacter",NA
"ASV9669f0c3bd94","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","amylovorus"
"ASVc5a2a72935b2","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","johnsonii"
"ASVaf158ce74235","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Croceibacterium",NA
"ASVba0a637ab0ef","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella",NA
"ASVd6f252304653","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"ASV719fa417af49","Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Lysinibacillus",NA
"ASV44d9735baaf4","Bacteria","Bacillota","Clostridia","Peptostreptococcales-Tissierellales","Natronincolaceae","Alkaliphilus","oremlandii"
"ASV5a88c97e4582","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio",NA
"ASV82f185500524","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Pseudorhodoplanes",NA
"ASVcc8e141ab573","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Chelatococcus",NA
"ASV26fdd6dd44cd","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
"ASVd013bf242259","Bacteria","Cyanobacteriota","Sericytochromatia",NA,NA,NA,NA
"ASVb08a36d69619","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV48da22e13fcf","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","xanthomarina"
"ASV94130a0f2663","Bacteria","Actinomycetota","Acidimicrobiia","Actinomarinales",NA,NA,NA
"ASV94376bb7187f","Bacteria","Myxococcota","Myxococcia","Myxococcales","Vulgatibacteraceae","Vulgatibacter",NA
"ASVc2ac55d1fc50","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Bradyrhizobium",NA
"ASVe13484cb2868","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium","brachiatum"
"ASV73119cd868ab","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV55b6a8ef1d7d","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Mesorhizobium",NA
"ASV1ab84aba1672","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"ASV43ebb35c4f58","Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Desertimonas",NA
"ASV802f008a586c","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","daejeonensis"
"ASVdc8e606577db","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Leyella",NA
"ASV15f8b26cb160","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","yamanorum"
"ASV6f4de6629189","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium","radiotolerans"
"ASVeed0d7f9af80","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter",NA
"ASVd6eefe377a80","Bacteria","Cyanobacteriota","Cyanobacteriia","Chloroplast",NA,NA,NA
"ASV50b2edb1080f","Bacteria","Chloroflexota","Anaerolineae","RBG-13-54-9",NA,NA,NA
"ASV3f60da82f785","Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora",NA
"ASVecadf899bf6f","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Promicromonosporaceae","Cellulosimicrobium","cellulans"
"ASVfd42ed591437","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus",NA
"ASVcf27c0697c25","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Thermopolyspora",NA
"ASVcd2e429bcf43","Bacteria","Gemmatimonadota","S0134 terrestrial group",NA,NA,NA,NA
"ASV36219bf8cdb8","Bacteria","Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes",NA
"ASVe5e132d7dd91","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","glucerasea"
"ASV0713625c4d22","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","billingiae"
"ASV22be519c7427","Bacteria","Bacillota","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Planifilum",NA
"ASV6ef79b34e1ce","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","[Ruminococcus] gauvreauii group",NA
"ASVea67e85149ca","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia","pickettii"
"ASVbd7cf6c10e4e","Bacteria","Actinomycetota","Actinobacteria","Euzebyales","Euzebyaceae",NA,NA
"ASV775ac8f6cf97","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASVb698e71dd87f","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae",NA,NA
"ASV9fc4f81a4ed9","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Arvibacter",NA
"ASV2b77d1d5bc3d","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","thermolactis"
"ASV7f2f58c35963","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae",NA,NA
"ASV1896054453a1","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium",NA
"ASVba1821c420ac","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Caldovatus",NA
"ASVc38e586420ff","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales",NA,NA,NA
"ASVa609e4b5b6b4","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","johnsonii"
"ASV5b46ff9014d3","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax",NA
"ASV16e31896317c","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Intrasporangiaceae",NA,NA
"ASVacbbb5dcf58b","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsaceae","Chroococcidiopsis SAG 2023",NA
"ASV42e28754b1f6","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","merdae"
"ASVfc5f9dfeb13a","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASVbb55bd52593e","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium","brachiatum"
"ASV306a59eeef5b","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02",NA
"ASVf6ef998fac8e","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Promicromonosporaceae","Promicromonospora",NA
"ASV6b19ec48f5c6","Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylococcaceae",NA,NA
"ASVa85a097efcbd","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Tautonia",NA
"ASVa92293fe2954","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea","pnomenusa"
"ASVb8f910594894","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV2384796e7e0c","Eukaryota",NA,NA,NA,NA,NA,NA
"ASVf60e2642008d","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae",NA,NA
"ASVdf4de310ad72","Bacteria","Bacillota","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA,NA
"ASVd20df9fd6505","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azospira","oryzae"
"ASVff0526b03939","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","resinovorum"
"ASV3fef5339826d","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides",NA
"ASVff092d4a0a55","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","balustinum"
"ASVfa9a99fbe52c","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Dietziaceae","Dietzia","psychralcaliphila"
"ASV6bb9bbf5ce81","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASVb1c1333b0a70","Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","urinaeequi"
"ASV8d55cd3ff136","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae",NA,NA
"ASV92d0c0bf3eb2","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","intermedia"
"ASVf1a274ee6796","Bacteria","Pseudomonadota","Gammaproteobacteria","EPR3968-O8a-Bc78",NA,NA,NA
"ASVcc5b5c9dcf41","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","testaceum"
"ASV3c336d95bc5f","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","hispanicum"
"ASV0eae7acaa05b","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV6ddb577783df","Bacteria","Actinomycetota","Actinobacteria","Actinomycetales","Actinomycetaceae",NA,NA
"ASV8e91035afe9b","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","acidaminiphila"
"ASVf96aa3d7b05f","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV76331c3295af","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas",NA
"ASV6a8cb95ab826","Bacteria","Actinomycetota","Actinobacteria","Kineosporiales","Kineosporiaceae","Quadrisphaera","granulorum"
"ASV186f274af01c","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae",NA,NA
"ASV93b487e37757","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter","splanchnicus"
"ASV36e3dda72d25","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV8676e5625a07","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Lysobacter",NA
"ASV6e2bcc9501e1","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","yunnanensis"
"ASVab014c77cc24","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae",NA,NA
"ASV2bad342a6337","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula",NA
"ASVf218b8aaa158","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Nocardiopsidaceae","Thermobifida","fusca"
"ASV5ee63c3034f9","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","faecium"
"ASVaa634510e87f","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV27bac28cb99b","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV17bd6f7fda2a","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Nocardiopsidaceae","Lipingzhangella",NA
"ASV7d6267579e88","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASV791f39f733d2","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia",NA
"ASV1b4ecfa48b98","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter",NA
"ASV6b433be15c70","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV043a7270efc1","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae",NA,NA
"ASVe7a14afc5c23","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","faecalis"
"ASVf543c696f02f","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","graminisolvens"
"ASV39a2927a70d3","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",NA
"ASV8c21bf7f1db3","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Bosea",NA
"ASVf7d43db671a1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV8f90c26acd48","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV3d9ef4ac0833","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Nocardiopsidaceae","Thermobifida","fusca"
"ASV948234d8a759","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV86baaecc4ed0","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Bradyrhizobium",NA
"ASVa5af922bada4","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV9dff52c2a7e5","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","koreensis"
"ASVd3a858f4fad4","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASVcecdb9f55d85","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylobacterium","radiotolerans"
"ASVd50eeadd518d","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"ASVfb7da8ec920f","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV1e82a94c1062","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae",NA,NA
"ASVb165df4665f5","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"ASV69e151a51496","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"ASV85db4793ad15","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV62110b97df3c","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsaceae","Aliterella",NA
"ASV483ecd0dd9e5","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Thermobacillus",NA
"ASV1b797d6cdaa1","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter",NA
"ASV8bc4d4f51c09","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas",NA
"ASV2ad520b795f4","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV9b9164236830","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASVb8ee5060a6a7","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASVd48de84b4175","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV427ce498be2b","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylorubrum","extorquens"
"ASVe1bb21f11ac3","Bacteria","Bacillota","Clostridia",NA,NA,NA,NA
"ASV24008d6412be","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Roseimaritima",NA
"ASV759474f3b42c","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Chroococcidiopsaceae","Aliterella",NA
"ASV115dfb253639","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aequorivita",NA
"ASVae47e6a3f9b5","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Parapedobacter",NA
"ASV3ab5d23894e9","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Luteimonas","marina"
"ASVd82803991f2c","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"ASVabd410dee4d9","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"ASV59fc981dcd92","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"ASV8384eb52a88e","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Aureimonas",NA
"ASV1cf189556add","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Hydrogenoanaerobacterium",NA
"ASVc7878e286330","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae",NA,NA
"ASV859679c66e32","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV09fda412e5a1","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum",NA
"ASVda3a8bc76de8","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","diminuta"
"ASVe5b162ca8e63","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Nocardiopsidaceae","Thermobifida",NA
"ASVbd674be77898","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerotaenia",NA
"ASV0cfd3376039b","Bacteria","Pseudomonadota","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",NA
"ASV416708db1464",NA,NA,NA,NA,NA,NA,NA
"ASV4cc8b7aa029f","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea",NA
"ASV62f01bd0ef32","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",NA
"ASVbd79a7ec5c97","Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","Thermomicrobiaceae","Sphaerobacter","thermophilus"
"ASVcc19a7db4b78","Bacteria","Bacillota","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA,NA
"ASVb288de3a5726","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Candidatus Soleaferrea",NA
"ASV6225f35da9d1","Bacteria","Actinomycetota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus",NA
"ASVe49151ac3537","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASVfb1eb97faeb4","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV036d1605f11e","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","psychrotolerans"
"ASV4a72fe741ac5","Bacteria","Candidatus Kapabacteria","Kapabacteria","Kapabacteriales",NA,NA,NA
"ASV14322388d48b","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Citricoccus",NA
"ASV78636eb073d6","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002",NA
"ASV099497f8f001","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA,NA
"ASV305c2c20fba5","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae",NA,NA
